member_id,client_id,plan_tier
M020507,CL0032,Silver
M020508,CL0016,Bronze
M020509,CL0050,Gold
M020510,CL0016,Bronze
M020511,CL0038,Silver
M020512,CL0012,Silver
M020513,CL0043,Silver
M020514,CL0015,Silver
M020515,CL0030,Bronze
M020516,CL0050,Silver
M020517,CL0033,Gold
M020518,CL0016,Bronze
M020519,CL0001,Gold
M020520,CL0001,Silver
M020521,CL0019,Gold
M020522,CL0032,Bronze
M020523,CL0032,Gold
M020524,CL0048,Silver
M020525,CL0040,Bronze
M020526,CL0048,Silver
M020527,CL0032,Gold
M020528,CL0032,Silver
M020529,CL0033,Bronze
M020530,CL0027,Bronze
M020531,CL0016,Bronze
M020532,CL0043,Bronze
M020533,CL0037,Silver
M020534,CL0020,Silver
M020535,CL0032,Gold
M020536,CL0016,Gold
M020537,CL0033,Silver
M020538,CL0024,Bronze
M020539,CL0043,Silver
M020540,CL0032,Silver
M020541,CL0031,Bronze
M020542,CL0038,Gold
M020543,CL0045,Silver
M020544,CL0042,Gold
M020545,CL0032,Silver
M020546,CL0024,Silver
M020547,CL0036,Silver
M020548,CL0042,Bronze
M020549,CL0050,Bronze
M020550,CL0032,Bronze
M020551,CL0036,Silver
M020552,CL0019,Bronze
M020553,CL0012,Silver
M020554,CL0016,Silver
M020555,CL0001,Silver
M020556,CL0032,Silver
M020557,CL0027,Gold
M020558,CL0037,Silver
M020559,CL0033,Gold
M020560,CL0015,Gold
M020561,CL0037,Silver
M020562,CL0015,Bronze
M020563,CL0001,Bronze
M020564,CL0050,Bronze
M020565,CL0003,Bronze
M020566,CL0020,Gold
M020567,CL0033,Bronze
M020568,CL0026,Gold
M020569,CL0028,Silver
M020570,CL0037,Silver
M020571,CL0033,Bronze
M020572,CL0032,Gold
M020573,CL0043,Bronze
M020574,CL0012,Silver
M020575,CL0032,Bronze
M020576,CL0016,Gold
M020577,CL0005,Silver
M020578,CL0050,Silver
M020579,CL0037,Bronze
M020580,CL0016,Silver
M020581,CL0031,Bronze
M020582,CL0016,Silver
M020583,CL0037,Bronze
M020584,CL0023,Gold
M020585,CL0048,Bronze
M020586,CL0016,Silver
M020587,CL0023,Bronze
M020588,CL0050,Silver
M020589,CL0043,Bronze
M020590,CL0019,Gold
M020591,CL0032,Bronze
M020592,CL0043,Silver
M020593,CL0037,Gold
M020594,CL0033,Gold
M020595,CL0036,Silver
M020596,CL0048,Gold
M020597,CL0032,Bronze
M020598,CL0015,Silver
M020599,CL0032,Silver
M020600,CL0037,Silver
M020601,CL0032,Gold
M020602,CL0020,Silver
M020603,CL0036,Gold
M020604,CL0032,Bronze
M020605,CL0050,Gold
M020606,CL0023,Silver
M020607,CL0037,Silver
M020608,CL0033,Bronze
M020609,CL0011,Bronze
M020610,CL0032,Bronze
M020611,CL0003,Silver
M020612,CL0041,Silver
M020613,CL0037,Silver
M020614,CL0010,Bronze
M020615,CL0032,Gold
M020616,CL0050,Bronze
M020617,CL0019,Silver
M020618,CL0045,Gold
M020619,CL0013,Silver
M020620,CL0001,Silver
M020621,CL0032,Bronze
M020622,CL0016,Silver
M020623,CL0043,Gold
M020624,CL0037,Silver
M020625,CL0037,Gold
M020626,CL0037,Silver
M020627,CL0037,Gold
M020628,CL0038,Bronze
M020629,CL0037,Silver
M020630,CL0043,Bronze
M020631,CL0033,Silver
M020632,CL0023,Silver
M020633,CL0032,Bronze
M020634,CL0032,Gold
M020635,CL0020,Silver
M020636,CL0031,Silver
M020637,CL0030,Gold
M020638,CL0012,Gold
M020639,CL0043,Gold
M020640,CL0040,Silver
M020641,CL0020,Silver
M020642,CL0050,Bronze
M020643,CL0050,Silver
M020644,CL0043,Silver
M020645,CL0003,Silver
M020646,CL0027,Gold
M020647,CL0032,Silver
M020648,CL0037,Silver
M020649,CL0033,Silver
M020650,CL0037,Bronze
M020651,CL0040,Silver
M020652,CL0050,Silver
M020653,CL0033,Gold
M020654,CL0045,Bronze
M020655,CL0042,Silver
M020656,CL0020,Silver
M020657,CL0042,Silver
M020658,CL0013,Bronze
M020659,CL0014,Silver
M020660,CL0050,Bronze
M020661,CL0031,Silver
M020662,CL0032,Silver
M020663,CL0050,Bronze
M020664,CL0025,Gold
M020665,CL0016,Silver
M020666,CL0011,Gold
M020667,CL0032,Silver
M020668,CL0016,Silver
M020669,CL0010,Silver
M020670,CL0042,Bronze
M020671,CL0020,Bronze
M020672,CL0033,Silver
M020673,CL0012,Bronze
M020674,CL0032,Gold
M020675,CL0033,Bronze
M020676,CL0032,Bronze
M020677,CL0020,Silver
M020678,CL0020,Silver
M020679,CL0012,Bronze
M020680,CL0013,Bronze
M020681,CL0032,Silver
M020682,CL0013,Silver
M020683,CL0016,Bronze
M020684,CL0015,Silver
M020685,CL0042,Silver
M020686,CL0032,Gold
M020687,CL0033,Bronze
M020688,CL0033,Gold
M020689,CL0030,Silver
M020690,CL0019,Bronze
M020691,CL0028,Gold
M020692,CL0032,Silver
M020693,CL0024,Bronze
M020694,CL0013,Gold
M020695,CL0046,Silver
M020696,CL0037,Bronze
M020697,CL0010,Silver
M020698,CL0045,Silver
M020699,CL0015,Bronze
M020700,CL0012,Silver
M020701,CL0015,Bronze
M020702,CL0050,Bronze
M020703,CL0016,Bronze
M020704,CL0040,Bronze
M020705,CL0033,Gold
M020706,CL0032,Silver
M020707,CL0026,Bronze
M020708,CL0012,Bronze
M020709,CL0037,Silver
M020710,CL0030,Silver
M020711,CL0032,Silver
M020712,CL0010,Bronze
M020713,CL0040,Silver
M020714,CL0037,Gold
M020715,CL0032,Gold
M020716,CL0032,Silver
M020717,CL0020,Bronze
M020718,CL0020,Silver
M020719,CL0010,Bronze
M020720,CL0037,Gold
M020721,CL0008,Silver
M020722,CL0001,Bronze
M020723,CL0003,Silver
M020724,CL0016,Silver
M020725,CL0033,Gold
M020726,CL0037,Gold
M020727,CL0031,Bronze
M020728,CL0031,Gold
M020729,CL0033,Bronze
M020730,CL0033,Silver
M020731,CL0043,Silver
M020732,CL0043,Bronze
M020733,CL0043,Silver
M020734,CL0043,Silver
M020735,CL0043,Silver
M020736,CL0033,Silver
M020737,CL0033,Silver
M020738,CL0037,Bronze
M020739,CL0016,Bronze
M020740,CL0025,Bronze
M020741,CL0046,Gold
M020742,CL0032,Bronze
M020743,CL0010,Silver
M020744,CL0031,Silver
M020745,CL0014,Gold
M020746,CL0024,Gold
M020747,CL0032,Bronze
M020748,CL0032,Silver
M020749,CL0032,Bronze
M020750,CL0001,Gold
M020751,CL0032,Silver
M020752,CL0003,Bronze
M020753,CL0031,Bronze
M020754,CL0033,Gold
M020755,CL0013,Silver
M020756,CL0046,Gold
M020757,CL0033,Silver
M020758,CL0016,Silver
M020759,CL0030,Gold
M020760,CL0012,Silver
M020761,CL0001,Silver
M020762,CL0046,Bronze
M020763,CL0037,Gold
M020764,CL0040,Gold
M020765,CL0033,Gold
M020766,CL0045,Bronze
M020767,CL0044,Gold
M020768,CL0010,Silver
M020769,CL0015,Bronze
M020770,CL0030,Silver
M020771,CL0020,Gold
M020772,CL0032,Bronze
M020773,CL0016,Silver
M020774,CL0041,Silver
M020775,CL0001,Gold
M020776,CL0041,Bronze
M020777,CL0030,Gold
M020778,CL0001,Gold
M020779,CL0043,Gold
M020780,CL0032,Bronze
M020781,CL0037,Silver
M020782,CL0043,Silver
M020783,CL0003,Silver
M020784,CL0016,Silver
M020785,CL0013,Gold
M020786,CL0012,Silver
M020787,CL0050,Silver
M020788,CL0042,Gold
M020789,CL0026,Gold
M020790,CL0037,Bronze
M020791,CL0048,Silver
M020792,CL0016,Gold
M020793,CL0001,Gold
M020794,CL0043,Gold
M020795,CL0037,Silver
M020796,CL0014,Bronze
M020797,CL0032,Bronze
M020798,CL0014,Silver
M020799,CL0033,Silver
M020800,CL0033,Gold
M020801,CL0019,Silver
M020802,CL0040,Silver
M020803,CL0032,Silver
M020804,CL0037,Bronze
M020805,CL0033,Silver
M020806,CL0032,Silver
M020807,CL0019,Gold
M020808,CL0016,Silver
M020809,CL0038,Silver
M020810,CL0033,Gold
M020811,CL0019,Bronze
M020812,CL0050,Silver
M020813,CL0042,Bronze
M020814,CL0013,Silver
M020815,CL0015,Gold
M020816,CL0032,Silver
M020817,CL0012,Silver
M020818,CL0050,Silver
M020819,CL0033,Bronze
M020820,CL0010,Gold
M020821,CL0032,Silver
M020822,CL0016,Silver
M020823,CL0032,Gold
M020824,CL0016,Silver
M020825,CL0043,Bronze
M020826,CL0037,Silver
M020827,CL0045,Silver
M020828,CL0016,Bronze
M020829,CL0030,Silver
M020830,CL0042,Silver
M020831,CL0027,Silver
M020832,CL0027,Bronze
M020833,CL0050,Silver
M020834,CL0040,Bronze
M020835,CL0043,Bronze
M020836,CL0031,Gold
M020837,CL0033,Silver
M020838,CL0032,Silver
M020839,CL0032,Silver
M020840,CL0013,Silver
M020841,CL0043,Bronze
M020842,CL0030,Bronze
M020843,CL0033,Gold
M020844,CL0043,Bronze
M020845,CL0040,Gold
M020846,CL0016,Silver
M020847,CL0033,Bronze
M020848,CL0032,Bronze
M020849,CL0016,Bronze
M020850,CL0008,Silver
M020851,CL0033,Silver
M020852,CL0040,Gold
M020853,CL0050,Bronze
M020854,CL0024,Silver
M020855,CL0031,Bronze
M020856,CL0015,Silver
M020857,CL0050,Bronze
M020858,CL0043,Silver
M020859,CL0050,Silver
M020860,CL0032,Gold
M020861,CL0016,Bronze
M020862,CL0033,Silver
M020863,CL0027,Silver
M020864,CL0021,Silver
M020865,CL0011,Gold
M020866,CL0010,Gold
M020867,CL0027,Bronze
M020868,CL0048,Silver
M020869,CL0037,Silver
M020870,CL0040,Silver
M020871,CL0016,Bronze
M020872,CL0037,Gold
M020873,CL0031,Silver
M020874,CL0010,Bronze
M020875,CL0030,Bronze
M020876,CL0013,Gold
M020877,CL0043,Silver
M020878,CL0043,Silver
M020879,CL0019,Bronze
M020880,CL0033,Bronze
M020881,CL0026,Silver
M020882,CL0013,Bronze
M020883,CL0033,Bronze
M020884,CL0040,Bronze
M020885,CL0040,Silver
M020886,CL0013,Bronze
M020887,CL0032,Gold
M020888,CL0002,Gold
M020889,CL0012,Silver
M020890,CL0011,Gold
M020891,CL0010,Bronze
M020892,CL0020,Silver
M020893,CL0024,Silver
M020894,CL0037,Gold
M020895,CL0020,Silver
M020896,CL0013,Bronze
M020897,CL0050,Silver
M020898,CL0043,Silver
M020899,CL0013,Silver
M020900,CL0025,Silver
M020901,CL0015,Silver
M020902,CL0050,Bronze
M020903,CL0024,Bronze
M020904,CL0012,Silver
M020905,CL0037,Silver
M020906,CL0037,Bronze
M020907,CL0016,Bronze
M020908,CL0020,Bronze
M020909,CL0031,Gold
M020910,CL0016,Silver
M020911,CL0019,Silver
M020912,CL0042,Bronze
M020913,CL0038,Silver
M020914,CL0037,Gold
M020915,CL0037,Gold
M020916,CL0032,Silver
M020917,CL0023,Gold
M020918,CL0037,Silver
M020919,CL0013,Silver
M020920,CL0013,Silver
M020921,CL0013,Silver
M020922,CL0037,Silver
M020923,CL0033,Bronze
M020924,CL0032,Gold
M020925,CL0032,Bronze
M020926,CL0043,Gold
M020927,CL0013,Gold
M020928,CL0028,Bronze
M020929,CL0040,Gold
M020930,CL0036,Gold
M020931,CL0032,Silver
M020932,CL0016,Bronze
M020933,CL0050,Silver
M020934,CL0031,Silver
M020935,CL0043,Gold
M020936,CL0040,Silver
M020937,CL0043,Silver
M020938,CL0001,Silver
M020939,CL0032,Gold
M020940,CL0016,Silver
M020941,CL0019,Silver
M020942,CL0019,Gold
M020943,CL0030,Bronze
M020944,CL0031,Gold
M020945,CL0033,Silver
M020946,CL0019,Bronze
M020947,CL0019,Bronze
M020948,CL0025,Silver
M020949,CL0037,Gold
M020950,CL0001,Silver
M020951,CL0038,Gold
M020952,CL0020,Silver
M020953,CL0033,Gold
M020954,CL0040,Bronze
M020955,CL0032,Silver
M020956,CL0033,Gold
M020957,CL0048,Silver
M020958,CL0003,Gold
M020959,CL0023,Silver
M020960,CL0048,Silver
M020961,CL0043,Gold
M020962,CL0033,Silver
M020963,CL0016,Silver
M020964,CL0020,Silver
M020965,CL0043,Bronze
M020966,CL0037,Gold
M020967,CL0019,Bronze
M020968,CL0013,Gold
M020969,CL0040,Silver
M020970,CL0033,Silver
M020971,CL0050,Gold
M020972,CL0031,Gold
M020973,CL0021,Gold
M020974,CL0019,Gold
M020975,CL0032,Silver
M020976,CL0020,Bronze
M020977,CL0010,Silver
M020978,CL0020,Silver
M020979,CL0016,Bronze
M020980,CL0042,Silver
M020981,CL0016,Silver
M020982,CL0032,Silver
M020983,CL0037,Silver
M020984,CL0013,Gold
M020985,CL0032,Silver
M020986,CL0043,Silver
M020987,CL0033,Silver
M020988,CL0032,Silver
M020989,CL0043,Silver
M020990,CL0050,Silver
M020991,CL0043,Gold
M020992,CL0031,Gold
M020993,CL0033,Bronze
M020994,CL0032,Silver
M020995,CL0020,Gold
M020996,CL0032,Silver
M020997,CL0043,Silver
M020998,CL0019,Silver
M020999,CL0043,Silver
M021000,CL0050,Silver
M021001,CL0020,Gold
M021002,CL0013,Silver
M021003,CL0050,Gold
M021004,CL0015,Silver
M021005,CL0040,Silver
M021006,CL0007,Gold
M021007,CL0016,Bronze
M021008,CL0016,Gold
M021009,CL0019,Silver
M021010,CL0048,Silver
M021011,CL0015,Silver
M021012,CL0015,Gold
M021013,CL0037,Gold
M021014,CL0050,Silver
M021015,CL0030,Gold
M021016,CL0040,Silver
M021017,CL0003,Silver
M021018,CL0043,Silver
M021019,CL0037,Bronze
M021020,CL0045,Bronze
M021021,CL0033,Silver
M021022,CL0050,Bronze
M021023,CL0030,Gold
M021024,CL0037,Silver
M021025,CL0037,Bronze
M021026,CL0018,Gold
M021027,CL0048,Silver
M021028,CL0040,Silver
M021029,CL0043,Gold
M021030,CL0025,Silver
M021031,CL0043,Gold
M021032,CL0020,Silver
M021033,CL0050,Gold
M021034,CL0002,Silver
M021035,CL0033,Silver
M021036,CL0012,Silver
M021037,CL0037,Gold
M021038,CL0026,Bronze
M021039,CL0043,Silver
M021040,CL0043,Bronze
M021041,CL0026,Silver
M021042,CL0042,Silver
M021043,CL0037,Bronze
M021044,CL0031,Silver
M021045,CL0020,Bronze
M021046,CL0016,Gold
M021047,CL0010,Silver
M021048,CL0032,Bronze
M021049,CL0032,Silver
M021050,CL0032,Silver
M021051,CL0050,Gold
M021052,CL0001,Gold
M021053,CL0043,Silver
M021054,CL0042,Silver
M021055,CL0040,Gold
M021056,CL0032,Bronze
M021057,CL0015,Gold
M021058,CL0043,Gold
M021059,CL0038,Gold
M021060,CL0043,Gold
M021061,CL0016,Bronze
M021062,CL0033,Silver
M021063,CL0031,Bronze
M021064,CL0033,Bronze
M021065,CL0038,Gold
M021066,CL0015,Gold
M021067,CL0015,Silver
M021068,CL0008,Silver
M021069,CL0014,Bronze
M021070,CL0016,Silver
M021071,CL0010,Bronze
M021072,CL0024,Gold
M021073,CL0037,Bronze
M021074,CL0041,Bronze
M021075,CL0021,Silver
M021076,CL0011,Silver
M021077,CL0040,Silver
M021078,CL0030,Silver
M021079,CL0016,Silver
M021080,CL0032,Bronze
M021081,CL0050,Gold
M021082,CL0027,Bronze
M021083,CL0050,Silver
M021084,CL0016,Bronze
M021085,CL0012,Gold
M021086,CL0014,Silver
M021087,CL0040,Bronze
M021088,CL0032,Silver
M021089,CL0033,Gold
M021090,CL0050,Silver
M021091,CL0032,Silver
M021092,CL0013,Silver
M021093,CL0037,Silver
M021094,CL0016,Bronze
M021095,CL0033,Bronze
M021096,CL0043,Gold
M021097,CL0032,Silver
M021098,CL0020,Bronze
M021099,CL0033,Silver
M021100,CL0013,Gold
M021101,CL0020,Silver
M021102,CL0032,Silver
M021103,CL0016,Silver
M021104,CL0007,Silver
M021105,CL0033,Gold
M021106,CL0031,Silver
M021107,CL0030,Gold
M021108,CL0050,Silver
M021109,CL0012,Bronze
M021110,CL0013,Bronze
M021111,CL0043,Gold
M021112,CL0013,Silver
M021113,CL0046,Silver
M021114,CL0037,Silver
M021115,CL0032,Silver
M021116,CL0019,Bronze
M021117,CL0024,Silver
M021118,CL0043,Silver
M021119,CL0010,Gold
M021120,CL0040,Bronze
M021121,CL0043,Silver
M021122,CL0037,Silver
M021123,CL0010,Gold
M021124,CL0038,Silver
M021125,CL0037,Bronze
M021126,CL0001,Silver
M021127,CL0043,Bronze
M021128,CL0013,Bronze
M021129,CL0050,Bronze
M021130,CL0010,Silver
M021131,CL0016,Gold
M021132,CL0037,Gold
M021133,CL0013,Silver
M021134,CL0015,Bronze
M021135,CL0001,Silver
M021136,CL0043,Silver
M021137,CL0005,Silver
M021138,CL0033,Gold
M021139,CL0033,Silver
M021140,CL0032,Silver
M021141,CL0027,Silver
M021142,CL0019,Silver
M021143,CL0050,Silver
M021144,CL0040,Bronze
M021145,CL0048,Gold
M021146,CL0037,Silver
M021147,CL0043,Silver
M021148,CL0050,Bronze
M021149,CL0032,Gold
M021150,CL0045,Silver
M021151,CL0008,Bronze
M021152,CL0012,Silver
M021153,CL0032,Silver
M021154,CL0032,Bronze
M021155,CL0032,Silver
M021156,CL0032,Bronze
M021157,CL0032,Silver
M021158,CL0043,Silver
M021159,CL0021,Silver
M021160,CL0020,Bronze
M021161,CL0037,Gold
M021162,CL0033,Bronze
M021163,CL0043,Silver
M021164,CL0020,Silver
M021165,CL0001,Gold
M021166,CL0050,Silver
M021167,CL0008,Bronze
M021168,CL0037,Silver
M021169,CL0020,Silver
M021170,CL0031,Silver
M021171,CL0043,Silver
M021172,CL0031,Bronze
M021173,CL0013,Silver
M021174,CL0040,Bronze
M021175,CL0001,Silver
M021176,CL0019,Silver
M021177,CL0032,Gold
M021178,CL0032,Silver
M021179,CL0033,Bronze
M021180,CL0028,Silver
M021181,CL0030,Gold
M021182,CL0021,Bronze
M021183,CL0043,Silver
M021184,CL0001,Gold
M021185,CL0050,Silver
M021186,CL0024,Silver
M021187,CL0026,Silver
M021188,CL0037,Silver
M021189,CL0030,Silver
M021190,CL0033,Bronze
M021191,CL0045,Silver
M021192,CL0043,Gold
M021193,CL0032,Bronze
M021194,CL0037,Bronze
M021195,CL0030,Bronze
M021196,CL0040,Bronze
M021197,CL0015,Silver
M021198,CL0008,Gold
M021199,CL0032,Bronze
M021200,CL0016,Gold
M021201,CL0037,Silver
M021202,CL0012,Silver
M021203,CL0001,Bronze
M021204,CL0037,Bronze
M021205,CL0032,Bronze
M021206,CL0050,Silver
M021207,CL0016,Silver
M021208,CL0013,Silver
M021209,CL0002,Silver
M021210,CL0032,Gold
M021211,CL0012,Bronze
M021212,CL0040,Gold
M021213,CL0010,Bronze
M021214,CL0048,Silver
M021215,CL0032,Silver
M021216,CL0037,Silver
M021217,CL0013,Gold
M021218,CL0012,Silver
M021219,CL0024,Bronze
M021220,CL0032,Silver
M021221,CL0033,Silver
M021222,CL0020,Gold
M021223,CL0019,Gold
M021224,CL0050,Bronze
M021225,CL0019,Silver
M021226,CL0013,Bronze
M021227,CL0024,Silver
M021228,CL0020,Bronze
M021229,CL0031,Silver
M021230,CL0033,Bronze
M021231,CL0033,Silver
M021232,CL0037,Silver
M021233,CL0014,Silver
M021234,CL0008,Bronze
M021235,CL0041,Gold
M021236,CL0016,Silver
M021237,CL0020,Silver
M021238,CL0032,Silver
M021239,CL0037,Bronze
M021240,CL0015,Silver
M021241,CL0045,Bronze
M021242,CL0020,Silver
M021243,CL0050,Gold
M021244,CL0019,Bronze
M021245,CL0037,Bronze
M021246,CL0027,Gold
M021247,CL0043,Silver
M021248,CL0032,Silver
M021249,CL0043,Silver
M021250,CL0040,Bronze
M021251,CL0033,Gold
M021252,CL0016,Silver
M021253,CL0016,Bronze
M021254,CL0050,Silver
M021255,CL0048,Gold
M021256,CL0013,Gold
M021257,CL0016,Silver
M021258,CL0012,Bronze
M021259,CL0016,Bronze
M021260,CL0019,Gold
M021261,CL0043,Gold
M021262,CL0012,Gold
M021263,CL0043,Gold
M021264,CL0050,Silver
M021265,CL0019,Silver
M021266,CL0032,Silver
M021267,CL0032,Silver
M021268,CL0016,Silver
M021269,CL0037,Gold
M021270,CL0033,Gold
M021271,CL0012,Silver
M021272,CL0044,Bronze
M021273,CL0020,Gold
M021274,CL0014,Gold
M021275,CL0050,Silver
M021276,CL0012,Silver
M021277,CL0010,Bronze
M021278,CL0016,Silver
M021279,CL0020,Bronze
M021280,CL0031,Silver
M021281,CL0037,Bronze
M021282,CL0026,Silver
M021283,CL0033,Bronze
M021284,CL0001,Gold
M021285,CL0030,Bronze
M021286,CL0050,Silver
M021287,CL0040,Bronze
M021288,CL0037,Silver
M021289,CL0020,Silver
M021290,CL0032,Bronze
M021291,CL0043,Silver
M021292,CL0043,Silver
M021293,CL0037,Bronze
M021294,CL0032,Gold
M021295,CL0010,Gold
M021296,CL0013,Silver
M021297,CL0001,Gold
M021298,CL0024,Silver
M021299,CL0002,Silver
M021300,CL0032,Gold
M021301,CL0033,Silver
M021302,CL0033,Bronze
M021303,CL0033,Bronze
M021304,CL0016,Bronze
M021305,CL0032,Silver
M021306,CL0050,Bronze
M021307,CL0032,Silver
M021308,CL0043,Silver
M021309,CL0028,Silver
M021310,CL0033,Silver
M021311,CL0032,Silver
M021312,CL0037,Gold
M021313,CL0045,Silver
M021314,CL0032,Gold
M021315,CL0040,Gold
M021316,CL0043,Silver
M021317,CL0040,Bronze
M021318,CL0003,Gold
M021319,CL0001,Bronze
M021320,CL0043,Bronze
M021321,CL0037,Gold
M021322,CL0050,Silver
M021323,CL0019,Bronze
M021324,CL0040,Bronze
M021325,CL0042,Silver
M021326,CL0043,Bronze
M021327,CL0037,Silver
M021328,CL0013,Silver
M021329,CL0037,Gold
M021330,CL0033,Silver
M021331,CL0020,Gold
M021332,CL0016,Gold
M021333,CL0043,Silver
M021334,CL0013,Silver
M021335,CL0031,Gold
M021336,CL0033,Bronze
M021337,CL0050,Silver
M021338,CL0037,Silver
M021339,CL0020,Silver
M021340,CL0010,Bronze
M021341,CL0020,Bronze
M021342,CL0019,Silver
M021343,CL0043,Gold
M021344,CL0027,Silver
M021345,CL0012,Bronze
M021346,CL0043,Bronze
M021347,CL0001,Silver
M021348,CL0001,Bronze
M021349,CL0032,Bronze
M021350,CL0010,Bronze
M021351,CL0015,Silver
M021352,CL0050,Gold
M021353,CL0043,Silver
M021354,CL0040,Bronze
M021355,CL0037,Bronze
M021356,CL0010,Bronze
M021357,CL0043,Silver
M021358,CL0032,Silver
M021359,CL0012,Gold
M021360,CL0019,Bronze
M021361,CL0032,Silver
M021362,CL0001,Silver
M021363,CL0016,Silver
M021364,CL0020,Bronze
M021365,CL0032,Bronze
M021366,CL0001,Silver
M021367,CL0033,Silver
M021368,CL0016,Silver
M021369,CL0033,Gold
M021370,CL0016,Bronze
M021371,CL0031,Silver
M021372,CL0033,Silver
M021373,CL0036,Bronze
M021374,CL0003,Silver
M021375,CL0032,Silver
M021376,CL0042,Silver
M021377,CL0016,Silver
M021378,CL0032,Bronze
M021379,CL0032,Bronze
M021380,CL0043,Silver
M021381,CL0032,Bronze
M021382,CL0050,Silver
M021383,CL0033,Silver
M021384,CL0033,Gold
M021385,CL0019,Bronze
M021386,CL0033,Gold
M021387,CL0013,Silver
M021388,CL0031,Silver
M021389,CL0019,Gold
M021390,CL0037,Silver
M021391,CL0040,Gold
M021392,CL0050,Silver
M021393,CL0016,Gold
M021394,CL0043,Gold
M021395,CL0043,Bronze
M021396,CL0043,Silver
M021397,CL0037,Gold
M021398,CL0016,Silver
M021399,CL0043,Silver
M021400,CL0033,Bronze
M021401,CL0037,Silver
M021402,CL0016,Silver
M021403,CL0014,Silver
M021404,CL0019,Silver
M021405,CL0032,Silver
M021406,CL0031,Gold
M021407,CL0043,Bronze
M021408,CL0001,Silver
M021409,CL0011,Silver
M021410,CL0020,Gold
M021411,CL0015,Gold
M021412,CL0031,Silver
M021413,CL0037,Gold
M021414,CL0050,Silver
M021415,CL0016,Bronze
M021416,CL0016,Bronze
M021417,CL0040,Bronze
M021418,CL0019,Silver
M021419,CL0037,Silver
M021420,CL0033,Bronze
M021421,CL0043,Gold
M021422,CL0003,Silver
M021423,CL0050,Gold
M021424,CL0050,Bronze
M021425,CL0001,Bronze
M021426,CL0032,Gold
M021427,CL0031,Gold
M021428,CL0016,Bronze
M021429,CL0050,Silver
M021430,CL0015,Silver
M021431,CL0016,Silver
M021432,CL0001,Bronze
M021433,CL0033,Bronze
M021434,CL0043,Gold
M021435,CL0033,Bronze
M021436,CL0033,Silver
M021437,CL0010,Silver
M021438,CL0037,Silver
M021439,CL0031,Bronze
M021440,CL0032,Bronze
M021441,CL0033,Silver
M021442,CL0050,Silver
M021443,CL0038,Silver
M021444,CL0037,Bronze
M021445,CL0031,Gold
M021446,CL0003,Silver
M021447,CL0032,Silver
M021448,CL0036,Gold
M021449,CL0037,Bronze
M021450,CL0033,Silver
M021451,CL0019,Silver
M021452,CL0016,Bronze
M021453,CL0012,Bronze
M021454,CL0037,Bronze
M021455,CL0050,Silver
M021456,CL0032,Silver
M021457,CL0037,Silver
M021458,CL0037,Bronze
M021459,CL0014,Bronze
M021460,CL0015,Silver
M021461,CL0016,Bronze
M021462,CL0050,Silver
M021463,CL0001,Bronze
M021464,CL0032,Silver
M021465,CL0027,Gold
M021466,CL0036,Silver
M021467,CL0016,Gold
M021468,CL0050,Silver
M021469,CL0020,Silver
M021470,CL0048,Silver
M021471,CL0033,Silver
M021472,CL0031,Bronze
M021473,CL0037,Bronze
M021474,CL0033,Bronze
M021475,CL0013,Gold
M021476,CL0037,Gold
M021477,CL0033,Bronze
M021478,CL0033,Bronze
M021479,CL0037,Silver
M021480,CL0034,Silver
M021481,CL0026,Silver
M021482,CL0020,Silver
M021483,CL0016,Silver
M021484,CL0033,Bronze
M021485,CL0019,Silver
M021486,CL0013,Gold
M021487,CL0040,Gold
M021488,CL0016,Silver
M021489,CL0015,Silver
M021490,CL0043,Silver
M021491,CL0037,Bronze
M021492,CL0040,Silver
M021493,CL0023,Gold
M021494,CL0033,Gold
M021495,CL0050,Gold
M021496,CL0019,Silver
M021497,CL0010,Bronze
M021498,CL0015,Gold
M021499,CL0045,Silver
M021500,CL0019,Bronze
M021501,CL0032,Bronze
M021502,CL0032,Silver
M021503,CL0050,Silver
M021504,CL0019,Silver
M021505,CL0032,Gold
M021506,CL0050,Bronze
M021507,CL0016,Bronze
M021508,CL0033,Silver
M021509,CL0010,Silver
M021510,CL0016,Silver
M021511,CL0010,Silver
M021512,CL0020,Bronze
M021513,CL0016,Silver
M021514,CL0041,Silver
M021515,CL0032,Gold
M021516,CL0031,Gold
M021517,CL0037,Gold
M021518,CL0050,Gold
M021519,CL0019,Bronze
M021520,CL0010,Silver
M021521,CL0012,Gold
M021522,CL0043,Gold
M021523,CL0043,Gold
M021524,CL0032,Bronze
M021525,CL0013,Silver
M021526,CL0032,Bronze
M021527,CL0036,Bronze
M021528,CL0020,Silver
M021529,CL0011,Gold
M021530,CL0020,Gold
M021531,CL0037,Silver
M021532,CL0050,Gold
M021533,CL0015,Silver
M021534,CL0046,Bronze
M021535,CL0032,Silver
M021536,CL0036,Bronze
M021537,CL0043,Silver
M021538,CL0033,Silver
M021539,CL0010,Gold
M021540,CL0016,Bronze
M021541,CL0042,Gold
M021542,CL0033,Silver
M021543,CL0020,Silver
M021544,CL0033,Gold
M021545,CL0017,Silver
M021546,CL0016,Silver
M021547,CL0043,Gold
M021548,CL0031,Bronze
M021549,CL0019,Silver
M021550,CL0031,Silver
M021551,CL0048,Silver
M021552,CL0015,Silver
M021553,CL0015,Silver
M021554,CL0024,Gold
M021555,CL0010,Silver
M021556,CL0011,Bronze
M021557,CL0001,Silver
M021558,CL0013,Silver
M021559,CL0033,Silver
